insert	id	family	superfamily	suborder	class	problem
FBti0062798	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062799	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062800	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062801	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062802	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062803	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062804	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062811	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062814	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062815	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062818	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062819	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062823	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062824	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062841	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062842	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062843	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062844	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062846	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062848	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062849	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062851	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062868	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062869	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062882	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062885	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062887	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062889	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062891	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062897	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062898	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062899	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062900	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062901	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062902	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062903	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062905	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062906	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062907	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062908	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062909	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062916	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062918	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062920	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062922	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062924	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062925	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062926	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062937	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062938	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062939	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062941	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062953	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062954	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062955	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062956	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062957	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062959	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062960	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062961	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062965	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062966	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062967	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062968	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062969	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062970	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062972	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062973	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062974	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062975	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062976	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062977	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062984	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062985	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062986	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062987	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062988	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062989	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062990	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062991	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062992	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062993	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062995	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062996	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062997	INE-1	INE-1	TIR	TIR	DNA	0
FBti0062999	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063000	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063001	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063002	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063003	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063004	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063005	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063006	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063008	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063009	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063010	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063016	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063017	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063018	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063024	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063026	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063027	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063028	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063032	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063033	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063034	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063035	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063036	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063037	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063042	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063043	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063044	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063069	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063071	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063073	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063074	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063078	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063100	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063101	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063106	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063107	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063108	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063109	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063112	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063114	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063116	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063117	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063120	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063122	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063123	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063124	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063129	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063133	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063134	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063137	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063139	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063141	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063142	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063143	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063144	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063145	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063149	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063152	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063154	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063155	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063157	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063159	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063160	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063162	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063164	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063165	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063167	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063168	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063169	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063170	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063171	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063172	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063174	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063177	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063179	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063181	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063183	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063184	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063185	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063186	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063187	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063189	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063190	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063196	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063198	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063201	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063203	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063205	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063207	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063208	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063209	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063211	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063213	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063215	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063217	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063219	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063220	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063221	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063222	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063224	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063225	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063227	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063230	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063233	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063236	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063244	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063245	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063246	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063248	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063249	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063251	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063253	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063269	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063270	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063274	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063275	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063277	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063284	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063291	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063293	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063296	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063298	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063302	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063303	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063304	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063305	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063306	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063307	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063309	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063318	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063319	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063320	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063321	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063322	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063323	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063324	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063325	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063326	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063328	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063332	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063335	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063336	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063337	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063338	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063339	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063342	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063344	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063351	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063355	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063358	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063359	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063360	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063361	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063363	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063365	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063366	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063367	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063370	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063371	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063372	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063373	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063374	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063375	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063376	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063377	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063378	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063379	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063380	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063381	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063382	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063383	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063384	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063385	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063386	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063387	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063388	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063390	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063391	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063392	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063393	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063394	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063395	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063398	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063399	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063400	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063401	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063402	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063403	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063404	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063405	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063406	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063408	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063410	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063411	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063412	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063413	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063414	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063415	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063416	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063417	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063419	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063420	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063421	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063422	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063423	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063424	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063425	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063426	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063427	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063428	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063429	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063430	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063433	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063435	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063437	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063438	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063439	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063440	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063441	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063444	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063445	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063448	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063450	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063453	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063454	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063455	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063456	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063457	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063458	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063459	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063460	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063461	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063462	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063463	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063464	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063465	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063466	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063467	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063468	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063469	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063470	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063472	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063473	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063474	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063475	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063476	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063477	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063478	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063479	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063480	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063481	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063482	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063483	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063484	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063485	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063486	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063487	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063488	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063489	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063490	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063491	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063492	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063493	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063494	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063495	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063496	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063497	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063499	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063501	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063503	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063504	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063505	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063506	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063507	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063508	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063511	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063512	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063513	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063518	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063522	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063524	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063525	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063526	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063527	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063528	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063529	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063531	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063532	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063537	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063542	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063544	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063545	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063546	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063547	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063551	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063552	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063554	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063560	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063562	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063567	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063568	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063569	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063570	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063571	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063572	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063573	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063574	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063575	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063576	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063577	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063578	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063584	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063585	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063586	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063587	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063588	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063590	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063591	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063592	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063593	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063594	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063595	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063596	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063597	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063598	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063599	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063600	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063601	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063602	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063603	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063604	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063605	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063606	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063607	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063608	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063609	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063610	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063611	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063612	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063613	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063614	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063615	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063617	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063621	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063622	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063623	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063625	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063626	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063627	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063628	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063629	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063630	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063631	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063633	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063634	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063635	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063636	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063637	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063638	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063639	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063640	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063641	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063642	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063643	INE-1	INE-1	TIR	TIR	DNA	0
FBti0063644	INE-1	INE-1	TIR	TIR	DNA	0
